id,title,rate_per_hour,skill_list,level,location_city,employment_type,company_sector
1792,Backend Developer,20.91,"GCP, CI/CD, FastAPI, Kubernetes, Redis, Django",Mid,Yerevan,Full-time,Gaming
1793,Mobile Developer,38.35,"Scikit-learn, Python, AWS, NumPy",Senior,Yerevan,Part-time,EdTech
1794,Backend Developer,16.13,"Node.js, Terraform, AWS, MongoDB",Mid,Yerevan,Full-time,FinTech
1795,Software Engineer,11.19,"Python, NumPy, MongoDB, REST API, Kubernetes",Junior,Remote,Full-time,Gaming
1796,Frontend Developer,18.45,"Terraform, NumPy, React, Flask, GraphQL, JavaScript, MongoDB",Mid,Yerevan,Full-time,Software
1797,Product Engineer,16.12,"GraphQL, REST API, CI/CD, PostgreSQL, Node.js, Docker, Git",Mid,Yerevan,Full-time,Software
1798,Product Engineer,14.11,"Django, MongoDB, Scikit-learn, Git",Mid,Gyumri,Part-time,FinTech
1799,Data Scientist,26.31,"Celery, MySQL, Terraform, JavaScript, Git",Mid,Yerevan,Contract,EdTech
1800,QA Engineer,40.06,"MySQL, AWS, Kubernetes",Senior,Yerevan,Full-time,Software
1801,Software Engineer,15.9,"Flask, AWS, React, Node.js, REST API, GCP",Mid,Yerevan,Full-time,Software
1802,Machine Learning Engineer,16.3,"Python, Git, Kubernetes, PostgreSQL",Mid,Yerevan,Full-time,Gaming
1803,Mobile Developer,33.24,"Redis, Git, REST API, Scikit-learn, GCP, Pandas",Senior,Remote,Full-time,Gaming
1804,Fullstack Developer,35.93,"JavaScript, MongoDB, Celery, GraphQL",Senior,Yerevan,Full-time,E-commerce
1805,Data Scientist,22.86,"CI/CD, Celery, Python, GCP, Terraform",Mid,Yerevan,Full-time,EdTech
1806,Fullstack Developer,18.23,"Python, CI/CD, AWS, NumPy, GCP",Mid,Gyumri,Full-time,Gaming
1807,Mobile Developer,55.51,"CI/CD, FastAPI, React",Senior,Yerevan,Full-time,Software
1808,DevOps Engineer,54.64,"PostgreSQL, React, Celery, GCP, Kubernetes",Senior,Yerevan,Full-time,HealthTech
1809,Product Engineer,13.1,"React, Terraform, Node.js, JavaScript, CI/CD",Mid,Yerevan,Full-time,EdTech
1810,Site Reliability Engineer,41.14,"REST API, GraphQL, FastAPI, MongoDB",Senior,Vanadzor,Full-time,FinTech
1811,Mobile Developer,11.05,"REST API, NumPy, MongoDB, Pandas",Junior,Yerevan,Full-time,HealthTech
1812,Machine Learning Engineer,13.2,"GCP, GraphQL, Node.js, SQL",Junior,Remote,Full-time,EdTech
1813,Data Scientist,22.77,"Celery, FastAPI, REST API, SQL",Mid,Yerevan,Full-time,Software
1814,Mobile Developer,24.17,"GCP, REST API, MongoDB, Python, Git",Mid,Yerevan,Full-time,EdTech
1815,QA Engineer,48.92,"Python, Vue, MySQL, Terraform",Senior,Gyumri,Full-time,HealthTech
1816,Product Engineer,12.76,"FastAPI, Redis, Git",Junior,Yerevan,Full-time,EdTech
1817,Machine Learning Engineer,10.74,"Node.js, PostgreSQL, Django, Flask, AWS, Vue, GCP",Junior,Yerevan,Full-time,HealthTech
1818,DevOps Engineer,11.23,"FastAPI, Vue, Pandas, React",Junior,Yerevan,Full-time,HealthTech
1819,QA Engineer,21.55,"FastAPI, Node.js, Docker, Kubernetes, MongoDB, Django, Python",Mid,Yerevan,Full-time,Gaming
1820,Product Engineer,7.99,"MySQL, NumPy, Scikit-learn",Junior,Vanadzor,Full-time,Gaming
1821,Frontend Developer,3.59,"FastAPI, SQL, GraphQL, Celery, Redis, REST API, Django",Intern,Yerevan,Full-time,EdTech
1822,Product Engineer,37.65,"JavaScript, Node.js, Celery, REST API, NumPy",Senior,Yerevan,Full-time,HealthTech
1823,QA Engineer,19.79,"Docker, Django, MongoDB, GraphQL, Celery, Scikit-learn",Mid,Dilijan,Part-time,EdTech
1824,Machine Learning Engineer,17.63,"SQL, MongoDB, Celery, NumPy, CI/CD, PostgreSQL",Mid,Yerevan,Part-time,FinTech
1825,Site Reliability Engineer,24.0,"Scikit-learn, SQL, Git, MySQL, React",Mid,Yerevan,Full-time,HealthTech
1826,Site Reliability Engineer,7.19,"MongoDB, Python, JavaScript, NumPy, Django, CI/CD",Junior,Remote,Part-time,Software
1827,Fullstack Developer,40.38,"Flask, Node.js, JavaScript, Terraform",Senior,Yerevan,Full-time,Gaming
1828,Frontend Developer,29.9,"MongoDB, Redis, Django, Celery, Vue",Senior,Vanadzor,Full-time,Software
1829,Software Engineer,21.31,"MySQL, Celery, Git, GCP, GraphQL",Mid,Yerevan,Full-time,Software
1830,Product Engineer,48.49,"Docker, Kubernetes, Terraform, Scikit-learn",Lead,Yerevan,Full-time,Gaming
1831,Machine Learning Engineer,37.88,"JavaScript, AWS, Celery",Senior,Yerevan,Full-time,Gaming
1832,Fullstack Developer,26.06,"Vue, React, SQL, REST API, FastAPI, JavaScript, Scikit-learn",Senior,Yerevan,Part-time,Software
1833,Frontend Developer,6.69,"Terraform, MySQL, Git",Junior,Yerevan,Part-time,Gaming
1834,Frontend Developer,8.92,"Docker, PostgreSQL, Redis, React",Junior,Yerevan,Part-time,EdTech
1835,Data Scientist,64.31,"GCP, Celery, SQL, Flask, CI/CD, Kubernetes",Senior,Yerevan,Full-time,FinTech
1836,Fullstack Developer,35.21,"Pandas, AWS, REST API, Terraform, PostgreSQL",Senior,Dilijan,Full-time,HealthTech
1837,Machine Learning Engineer,11.54,"JavaScript, Git, Flask, Celery, NumPy",Junior,Yerevan,Full-time,Software
1838,Software Engineer,41.27,"GCP, Django, REST API",Senior,Yerevan,Full-time,FinTech
1839,Fullstack Developer,31.7,"Kubernetes, CI/CD, Vue",Senior,Remote,Full-time,FinTech
1840,Data Scientist,25.04,"React, Python, MongoDB, Scikit-learn, SQL, JavaScript, GraphQL",Mid,Yerevan,Full-time,EdTech
1841,Product Engineer,52.72,"Pandas, Docker, Scikit-learn",Senior,Yerevan,Full-time,FinTech
1842,QA Engineer,28.61,"REST API, JavaScript, Node.js, React, MongoDB, Terraform, AWS",Mid,Yerevan,Full-time,FinTech
1843,Data Scientist,49.54,"MySQL, PostgreSQL, Docker, FastAPI, Redis, Terraform, Kubernetes",Senior,Vanadzor,Full-time,HealthTech
1844,Machine Learning Engineer,9.43,"MongoDB, PostgreSQL, NumPy, GraphQL, Redis, Git, FastAPI",Junior,Gyumri,Full-time,Software
1845,Fullstack Developer,24.7,"Python, React, GraphQL, NumPy, Kubernetes, Flask",Senior,Yerevan,Full-time,EdTech
1846,Fullstack Developer,8.6,"Redis, Pandas, FastAPI, Vue, Scikit-learn, MongoDB, JavaScript",Junior,Yerevan,Part-time,E-commerce
1847,Product Engineer,87.24,"Python, Scikit-learn, CI/CD, NumPy",Lead,Remote,Full-time,FinTech
1848,Frontend Developer,10.98,"REST API, Vue, React",Junior,Yerevan,Full-time,Gaming
1849,Backend Developer,33.36,"Celery, Scikit-learn, NumPy, GraphQL, Kubernetes, AWS",Senior,Yerevan,Full-time,EdTech
1850,Software Engineer,9.21,"AWS, React, Node.js, Terraform, REST API, GCP, Django",Junior,Yerevan,Full-time,HealthTech
1851,Backend Developer,7.35,"GraphQL, Scikit-learn, MongoDB",Junior,Yerevan,Full-time,E-commerce
1852,Frontend Developer,19.42,"Flask, Python, JavaScript, Terraform, GraphQL, React, CI/CD",Mid,Yerevan,Part-time,FinTech
1853,QA Engineer,24.66,"Vue, Django, Git, Scikit-learn, Python, GraphQL, Docker",Mid,Yerevan,Full-time,HealthTech
1854,Machine Learning Engineer,9.38,"JavaScript, GCP, Django",Junior,Yerevan,Full-time,EdTech
1855,Software Engineer,8.37,"Docker, Kubernetes, CI/CD, JavaScript, Django, FastAPI",Junior,Yerevan,Full-time,Software
1856,Product Engineer,47.5,"FastAPI, JavaScript, React, Django, Scikit-learn, Git",Senior,Yerevan,Full-time,E-commerce
1857,Backend Developer,18.32,"Node.js, Vue, Git, NumPy, Django, MySQL",Mid,Yerevan,Full-time,EdTech
1858,Product Engineer,10.92,"Kubernetes, Terraform, CI/CD, Scikit-learn",Junior,Yerevan,Full-time,Software
1859,DevOps Engineer,48.4,"FastAPI, Flask, MySQL, Python",Senior,Yerevan,Full-time,HealthTech
1860,Site Reliability Engineer,22.45,"GraphQL, CI/CD, MongoDB",Mid,Yerevan,Full-time,HealthTech
1861,Fullstack Developer,7.91,"SQL, AWS, Pandas, GCP",Junior,Yerevan,Full-time,EdTech
1862,Frontend Developer,47.65,"Git, AWS, JavaScript, SQL, GraphQL, Redis, Python",Senior,Yerevan,Full-time,FinTech
1863,Frontend Developer,12.25,"AWS, REST API, MongoDB, NumPy, Scikit-learn, GCP",Junior,Yerevan,Full-time,FinTech
1864,DevOps Engineer,39.84,"Pandas, NumPy, JavaScript",Senior,Yerevan,Full-time,HealthTech
1865,Backend Developer,8.64,"Git, React, Redis, Node.js, REST API",Junior,Yerevan,Full-time,Software
1866,Machine Learning Engineer,13.54,"Docker, GraphQL, Python",Junior,Yerevan,Full-time,E-commerce
1867,Mobile Developer,7.64,"MongoDB, PostgreSQL, React",Junior,Yerevan,Full-time,Gaming
1868,Software Engineer,23.81,"Node.js, Django, FastAPI",Mid,Yerevan,Full-time,HealthTech
1869,Backend Developer,16.31,"NumPy, Terraform, Kubernetes, AWS, Docker, MySQL, Git",Mid,Dilijan,Full-time,E-commerce
1870,Frontend Developer,17.8,"MySQL, Docker, React, Node.js, PostgreSQL",Mid,Yerevan,Full-time,HealthTech
1871,Machine Learning Engineer,31.22,"Python, FastAPI, Django, REST API, Pandas, NumPy",Senior,Yerevan,Full-time,E-commerce
1872,Site Reliability Engineer,9.53,"REST API, Node.js, FastAPI, Kubernetes, GCP, PostgreSQL",Junior,Yerevan,Full-time,Gaming
1873,Frontend Developer,12.6,"FastAPI, Pandas, CI/CD, AWS, Kubernetes, Scikit-learn, JavaScript",Mid,Yerevan,Full-time,Software
1874,Product Engineer,4.48,"Kubernetes, Flask, Vue",Intern,Yerevan,Contract,Gaming
1875,Site Reliability Engineer,7.14,"MongoDB, Flask, Django, MySQL",Intern,Yerevan,Full-time,E-commerce
1876,QA Engineer,48.07,"React, FastAPI, SQL, Vue, Python, CI/CD",Lead,Remote,Full-time,FinTech
1877,Product Engineer,22.89,"Kubernetes, Docker, SQL, Git, PostgreSQL",Mid,Yerevan,Part-time,Gaming
1878,Machine Learning Engineer,8.77,"Git, GCP, React, Scikit-learn",Intern,Yerevan,Full-time,FinTech
1879,Machine Learning Engineer,42.09,"Flask, AWS, GraphQL, Celery",Senior,Vanadzor,Part-time,E-commerce
1880,Data Scientist,47.28,"PostgreSQL, GCP, Docker",Senior,Yerevan,Full-time,Software
1881,Mobile Developer,8.24,"Scikit-learn, FastAPI, Django",Junior,Remote,Full-time,Software
1882,Machine Learning Engineer,21.79,"Python, Pandas, Terraform",Mid,Yerevan,Full-time,HealthTech
1883,DevOps Engineer,15.8,"NumPy, SQL, Scikit-learn, Terraform, PostgreSQL, GraphQL, Python",Mid,Yerevan,Part-time,Software
1884,QA Engineer,8.08,"PostgreSQL, Git, Celery",Junior,Remote,Full-time,FinTech
1885,Backend Developer,43.16,"Scikit-learn, Git, Celery, Redis, Terraform, Node.js",Senior,Yerevan,Full-time,E-commerce
1886,Software Engineer,9.65,"GCP, Git, REST API, MySQL, FastAPI, Docker",Junior,Yerevan,Full-time,Software
1887,Mobile Developer,54.62,"Redis, GraphQL, PostgreSQL, Node.js, SQL, React",Lead,Yerevan,Full-time,Software
1888,QA Engineer,14.48,"Git, MySQL, GraphQL, Pandas, FastAPI, Scikit-learn, Kubernetes",Mid,Yerevan,Full-time,EdTech
1889,Backend Developer,9.04,"Python, Vue, Kubernetes, Django",Junior,Gyumri,Full-time,E-commerce
1890,Site Reliability Engineer,19.23,"Docker, Django, React",Mid,Dilijan,Full-time,Software
1891,Software Engineer,13.62,"FastAPI, REST API, Scikit-learn, Flask, Node.js",Mid,Yerevan,Full-time,Gaming
1892,QA Engineer,17.03,"NumPy, GraphQL, Kubernetes, JavaScript, FastAPI, Flask, Pandas",Mid,Gyumri,Full-time,EdTech
1893,Backend Developer,31.09,"Python, Flask, REST API, GCP, PostgreSQL, MySQL, Pandas",Senior,Yerevan,Full-time,HealthTech
1894,Fullstack Developer,6.98,"Celery, Pandas, Node.js, GraphQL, Kubernetes, Scikit-learn, AWS",Junior,Yerevan,Part-time,HealthTech
1895,Machine Learning Engineer,50.19,"REST API, Django, Docker, Redis, MongoDB",Senior,Yerevan,Full-time,Software
1896,Machine Learning Engineer,31.35,"GraphQL, Flask, MySQL, Git, GCP, NumPy",Mid,Gyumri,Full-time,FinTech
1897,Software Engineer,17.63,"PostgreSQL, React, Git, CI/CD, Docker, REST API, Celery",Mid,Remote,Full-time,E-commerce
1898,Fullstack Developer,11.12,"CI/CD, Terraform, Django, PostgreSQL, Pandas, GraphQL",Mid,Gyumri,Full-time,Gaming
1899,QA Engineer,10.21,"Docker, FastAPI, AWS, Scikit-learn, Django, Redis, REST API",Junior,Yerevan,Part-time,Software
1900,Software Engineer,12.11,"REST API, Node.js, MongoDB, GCP, AWS, FastAPI, Kubernetes",Junior,Yerevan,Full-time,Gaming
1901,Product Engineer,45.42,"MySQL, Terraform, Django, Git",Senior,Gyumri,Full-time,E-commerce
1902,Mobile Developer,49.89,"Node.js, Pandas, PostgreSQL, Git, Docker, Python, NumPy",Senior,Yerevan,Full-time,E-commerce
1903,Machine Learning Engineer,16.83,"MongoDB, FastAPI, GCP, JavaScript, React, AWS, GraphQL",Mid,Yerevan,Full-time,FinTech
1904,Data Scientist,43.44,"Celery, GraphQL, Scikit-learn",Senior,Yerevan,Full-time,FinTech
1905,Data Scientist,11.16,"Django, Docker, JavaScript, PostgreSQL, GCP, Redis, Pandas",Junior,Yerevan,Full-time,FinTech
1906,Site Reliability Engineer,17.12,"Flask, MySQL, Vue",Mid,Yerevan,Full-time,EdTech
1907,Frontend Developer,18.4,"Terraform, React, Vue, SQL, Docker, FastAPI, Node.js",Mid,Gyumri,Full-time,HealthTech
1908,Data Scientist,22.67,"Django, PostgreSQL, MongoDB, REST API",Mid,Yerevan,Full-time,FinTech
1909,Site Reliability Engineer,10.66,"AWS, PostgreSQL, NumPy, MySQL",Junior,Yerevan,Full-time,Software
1910,Machine Learning Engineer,11.69,"Vue, SQL, MySQL",Junior,Yerevan,Full-time,HealthTech
1911,DevOps Engineer,7.14,"NumPy, Pandas, Redis, Flask, Celery, JavaScript",Intern,Yerevan,Full-time,Software
1912,DevOps Engineer,24.66,"REST API, Pandas, Python, GCP, Kubernetes, Scikit-learn, JavaScript",Mid,Yerevan,Full-time,Software
1913,Frontend Developer,8.93,"MongoDB, Git, React, GCP",Junior,Yerevan,Full-time,Software
1914,Software Engineer,27.87,"Git, Node.js, SQL, GraphQL, GCP, Scikit-learn, REST API",Mid,Yerevan,Full-time,Gaming
1915,Machine Learning Engineer,21.23,"MongoDB, GraphQL, PostgreSQL",Mid,Yerevan,Full-time,Gaming
1916,QA Engineer,48.63,"CI/CD, React, Django, Scikit-learn, Redis, AWS, Node.js",Senior,Yerevan,Full-time,FinTech
1917,Mobile Developer,45.0,"Docker, CI/CD, Pandas",Senior,Yerevan,Full-time,E-commerce
1918,Backend Developer,9.55,"Vue, Docker, MongoDB, Node.js, NumPy, Terraform",Junior,Yerevan,Full-time,EdTech
1919,Fullstack Developer,7.01,"GCP, Redis, Python",Junior,Yerevan,Full-time,EdTech
1920,Backend Developer,5.07,"Celery, GraphQL, PostgreSQL, React, Django",Intern,Yerevan,Full-time,FinTech
1921,DevOps Engineer,36.89,"Git, Docker, NumPy, Redis, Pandas, Django, MongoDB",Senior,Remote,Full-time,HealthTech
1922,Mobile Developer,8.35,"Docker, AWS, Redis, NumPy, Kubernetes",Junior,Yerevan,Full-time,HealthTech
1923,QA Engineer,13.6,"Node.js, Vue, Scikit-learn, Celery, Git",Mid,Yerevan,Full-time,HealthTech
1924,Backend Developer,15.36,"GCP, JavaScript, Terraform, React, Docker, MongoDB",Mid,Yerevan,Full-time,HealthTech
1925,DevOps Engineer,9.8,"Node.js, Django, Python, SQL, CI/CD",Junior,Yerevan,Full-time,EdTech
1926,Mobile Developer,9.63,"NumPy, Scikit-learn, Kubernetes, Docker",Junior,Yerevan,Full-time,HealthTech
1927,Machine Learning Engineer,16.98,"Flask, GCP, Python, FastAPI, Scikit-learn, React, PostgreSQL",Mid,Yerevan,Full-time,HealthTech
1928,Frontend Developer,8.38,"Scikit-learn, Celery, Terraform, GCP, Django, Python, REST API",Junior,Dilijan,Part-time,HealthTech
1929,Backend Developer,12.11,"REST API, JavaScript, Vue, Flask, React, GraphQL",Junior,Yerevan,Contract,E-commerce
1930,Product Engineer,26.36,"Kubernetes, JavaScript, SQL, Docker, Scikit-learn",Senior,Yerevan,Part-time,Software
1931,DevOps Engineer,44.26,"React, Django, Vue",Senior,Yerevan,Full-time,FinTech
1932,Site Reliability Engineer,8.28,"Docker, AWS, SQL, GraphQL",Junior,Yerevan,Part-time,HealthTech
1933,Mobile Developer,49.09,"AWS, PostgreSQL, Celery, React",Senior,Yerevan,Full-time,HealthTech
1934,DevOps Engineer,9.5,"MongoDB, PostgreSQL, AWS, NumPy, Django, CI/CD, Docker",Junior,Yerevan,Full-time,FinTech
1935,DevOps Engineer,15.56,"Vue, Flask, FastAPI, JavaScript",Mid,Yerevan,Full-time,HealthTech
1936,Data Scientist,10.28,"NumPy, Pandas, Scikit-learn, Redis, CI/CD, Git, Flask",Junior,Yerevan,Full-time,EdTech
1937,Machine Learning Engineer,34.82,"Terraform, CI/CD, Pandas, React, Redis",Mid,Gyumri,Full-time,FinTech
1938,Fullstack Developer,3.39,"Flask, Redis, AWS, SQL",Intern,Vanadzor,Full-time,E-commerce
1939,Backend Developer,15.9,"Node.js, Django, PostgreSQL, MongoDB, Terraform, Vue",Mid,Yerevan,Full-time,EdTech
1940,Backend Developer,13.4,"Celery, JavaScript, PostgreSQL, Git, Node.js, MongoDB, CI/CD",Mid,Remote,Contract,HealthTech
1941,DevOps Engineer,5.2,"Celery, Flask, SQL",Intern,Vanadzor,Part-time,Gaming
1942,Mobile Developer,20.97,"AWS, React, PostgreSQL, Pandas, SQL, Scikit-learn",Mid,Yerevan,Full-time,Software
1943,DevOps Engineer,10.28,"SQL, Flask, Redis, Git, Vue",Junior,Yerevan,Full-time,EdTech
1944,Machine Learning Engineer,56.21,"Node.js, Terraform, Git, FastAPI, JavaScript",Senior,Yerevan,Full-time,Gaming
1945,Site Reliability Engineer,17.17,"Scikit-learn, Git, GraphQL, Pandas, Docker, SQL",Mid,Yerevan,Full-time,EdTech
1946,Site Reliability Engineer,15.19,"Django, MySQL, MongoDB, Redis, GraphQL, JavaScript, SQL",Mid,Yerevan,Part-time,Gaming
1947,Frontend Developer,7.27,"Django, Scikit-learn, Flask, Pandas",Junior,Yerevan,Full-time,E-commerce
1948,Product Engineer,25.0,"JavaScript, Vue, REST API, Terraform, Node.js",Mid,Remote,Full-time,FinTech
1949,Product Engineer,16.87,"FastAPI, Terraform, CI/CD, REST API",Mid,Yerevan,Full-time,Software
1950,Machine Learning Engineer,5.68,"React, Celery, Django, SQL",Intern,Dilijan,Full-time,EdTech
1951,Product Engineer,25.9,"Python, React, Node.js",Mid,Yerevan,Full-time,Software
1952,Fullstack Developer,45.83,"Docker, GCP, FastAPI, Django, Python, Celery",Senior,Yerevan,Full-time,E-commerce
1953,Software Engineer,12.44,"SQL, GCP, FastAPI, Python, REST API, Flask",Mid,Vanadzor,Part-time,Gaming
1954,DevOps Engineer,12.3,"REST API, MySQL, MongoDB, Terraform",Junior,Yerevan,Full-time,Software
1955,Data Scientist,17.08,"PostgreSQL, Docker, REST API, Terraform, JavaScript, Vue",Mid,Yerevan,Full-time,Software
1956,QA Engineer,22.19,"Django, Python, Vue",Mid,Vanadzor,Full-time,Gaming
1957,Backend Developer,18.18,"PostgreSQL, MongoDB, Pandas, GraphQL, GCP",Mid,Gyumri,Part-time,Software
1958,Machine Learning Engineer,57.66,"Docker, CI/CD, GCP, Scikit-learn, PostgreSQL, Flask",Senior,Yerevan,Part-time,Software
1959,Frontend Developer,5.66,"SQL, Flask, Node.js",Intern,Yerevan,Part-time,HealthTech
1960,DevOps Engineer,4.1,"GraphQL, PostgreSQL, Git, Redis, Django, Celery, Pandas",Intern,Yerevan,Full-time,E-commerce
1961,Backend Developer,14.76,"Vue, MySQL, REST API, JavaScript, GCP, Pandas, GraphQL",Mid,Yerevan,Full-time,E-commerce
1962,Product Engineer,20.41,"Node.js, REST API, Docker, NumPy, SQL, Celery, GraphQL",Mid,Yerevan,Full-time,Software
1963,Frontend Developer,26.46,"Flask, AWS, Python, NumPy, GraphQL, Docker, React",Mid,Remote,Full-time,E-commerce
1964,QA Engineer,16.49,"SQL, Git, Node.js",Mid,Yerevan,Full-time,E-commerce
1965,Fullstack Developer,3.77,"Kubernetes, Terraform, Celery, GraphQL, REST API",Intern,Yerevan,Full-time,Gaming
1966,Fullstack Developer,16.58,"AWS, JavaScript, Flask, Kubernetes, Scikit-learn, MongoDB, Celery",Mid,Yerevan,Full-time,Software
1967,QA Engineer,65.02,"CI/CD, Pandas, JavaScript",Lead,Yerevan,Full-time,HealthTech
1968,Machine Learning Engineer,10.18,"CI/CD, Terraform, REST API, JavaScript, PostgreSQL, Flask, Git",Junior,Yerevan,Full-time,Software
1969,Product Engineer,19.55,"Git, Redis, MongoDB, Celery",Mid,Yerevan,Full-time,FinTech
1970,Product Engineer,8.82,"PostgreSQL, JavaScript, FastAPI, REST API, AWS",Junior,Yerevan,Full-time,HealthTech
1971,Software Engineer,8.36,"NumPy, Celery, JavaScript, Python, GraphQL, Pandas",Junior,Yerevan,Full-time,HealthTech
1972,Fullstack Developer,37.15,"Python, Pandas, Django, Flask, Terraform, GCP, Node.js",Senior,Yerevan,Full-time,Gaming
1973,QA Engineer,19.5,"PostgreSQL, Redis, React, Celery",Mid,Remote,Full-time,FinTech
1974,Fullstack Developer,53.86,"Django, Flask, Redis",Senior,Yerevan,Part-time,HealthTech
1975,Site Reliability Engineer,27.67,"SQL, Kubernetes, Node.js, Flask, JavaScript",Mid,Dilijan,Full-time,FinTech
1976,Mobile Developer,8.96,"Redis, Flask, Django",Junior,Remote,Full-time,HealthTech
1977,QA Engineer,36.1,"FastAPI, GraphQL, AWS",Senior,Yerevan,Full-time,Software
1978,Backend Developer,15.65,"MongoDB, React, Docker",Mid,Vanadzor,Part-time,Software
1979,Frontend Developer,31.51,"GraphQL, JavaScript, Vue",Senior,Yerevan,Full-time,E-commerce
1980,Backend Developer,3.98,"Python, Redis, PostgreSQL",Intern,Yerevan,Full-time,HealthTech
1981,Software Engineer,10.46,"SQL, MySQL, Node.js, Scikit-learn, Terraform",Junior,Yerevan,Full-time,EdTech
1982,Fullstack Developer,47.14,"Vue, Docker, AWS, JavaScript, Git, PostgreSQL, Terraform",Senior,Yerevan,Full-time,EdTech
1983,Machine Learning Engineer,34.08,"JavaScript, Redis, Vue, MySQL, REST API, Flask, Pandas",Senior,Yerevan,Full-time,EdTech
1984,Frontend Developer,4.61,"GCP, Node.js, CI/CD, React, Flask, Kubernetes, MySQL",Intern,Yerevan,Full-time,EdTech
1985,Data Scientist,79.38,"Celery, NumPy, Node.js, MongoDB, JavaScript",Lead,Gyumri,Full-time,E-commerce
1986,Mobile Developer,18.9,"Django, Pandas, Docker, Kubernetes, Vue, GraphQL",Mid,Yerevan,Full-time,EdTech
1987,Site Reliability Engineer,9.72,"Celery, Vue, REST API, MySQL, React, MongoDB, Node.js",Junior,Yerevan,Full-time,HealthTech
1988,Mobile Developer,40.41,"JavaScript, REST API, Django, MongoDB, SQL, Pandas",Senior,Gyumri,Full-time,HealthTech
1989,Machine Learning Engineer,68.81,"Kubernetes, Git, MongoDB, AWS, Flask",Senior,Remote,Full-time,E-commerce
1990,QA Engineer,73.84,"Git, Django, REST API",Lead,Yerevan,Full-time,Gaming
